Date,Exercise,Category,Weight,Weight Unit,Reps
2024-09-13,Machine Shoulder Press,Shoulders,36,kgs,14
2024-09-13,Seated Cable Row,Back,20,kgs,10
2024-09-13,Seated Cable Row,Back,45,kgs,15
2024-09-13,Machine Shoulder Press,Shoulders,36,kgs,10
2024-09-13,Seated Cable Row,Back,45,kgs,15
2024-09-13,Machine Shoulder Press,Shoulders,30,kgs,10
2024-09-13,Machine Shoulder Press,Shoulders,12,kgs,5
2024-09-13,Rear Delt Cable Fly,Shoulders,30,kgs,17
2024-09-13,Narrow Grip Machine Row,Back,40,kgs,30
2024-09-13,Rear Delt Cable Fly,Shoulders,30,kgs,15
2024-09-13,Narrow Grip Machine Row,Back,40,kgs,36
2024-09-13,Rear Delt Cable Fly,Shoulders,30,kgs,16
2024-09-13,Narrow Grip Machine Row,Back,80,kgs,10
2024-09-13,Dumbbell Shrug,Back,30,kgs,20
2024-09-13,Dumbbell Shrug,Back,30,kgs,25
2024-09-13,Meadows Row,Back,25,kgs,10
2024-09-13,Meadows Row,Back,25,kgs,20
2024-09-13,Dumbbell Shrug,Back,25,kgs,24
2024-09-13,Cable Shrug,Back,90,kgs,25
2024-09-13,Cable Shrug,Back,100,kgs,15
2024-09-13,Cable Shrug,Back,100,kgs,15
2024-09-13,Seated Cable Row,Back,45,kgs,15
2024-09-14,Leg Press,Legs,40,kgs,8
2024-09-14,Leg Press,Legs,120,kgs,16
2024-09-14,Leg Press,Legs,120,kgs,10
2024-09-14,Leg Press,Legs,120,kgs,12
2024-09-14,Dumbbell Romanian Deadlift,Legs,35,kgs,17
2024-09-14,Dumbbell Romanian Deadlift,Legs,35,kgs,12
2024-09-14,Dumbbell Romanian Deadlift,Legs,35,kgs,17
2024-09-14,Lazy Man's Reverse Curl,Forearms,10,kgs,20
2024-09-14,Lazy Man's Reverse Curl,Forearms,10,kgs,28
2024-09-14,Leg Extension Machine,Legs,40,kgs,18
2024-09-14,Leg Extension Machine,Legs,40,kgs,15
2024-09-14,Leg Extension Machine,Legs,40,kgs,17
2024-09-14,Lying Leg Curl Machine,Legs,40,kgs,15
2024-09-14,Lying Leg Curl Machine,Legs,40,kgs,13
2024-09-14,Lying Leg Curl Machine,Legs,30,kgs,14
2024-09-14,Toe Press,Legs,120,kgs,30
2024-09-14,Toe Press,Legs,130,kgs,21
2024-09-14,Toe Press,Legs,130,kgs,23
2024-10-08,Incline Dumbbell Bench Press,Chest,15,kgs,8
2024-10-08,Incline Dumbbell Bench Press,Chest,40,kgs,10
2024-10-08,Incline Dumbbell Bench Press,Chest,40,kgs,11
2024-10-08,Wide Grip Lat Pulldown,Back,25,kgs,10
2024-10-08,Wide Grip Lat Pulldown,Back,50,kgs,15
2024-10-08,Wide Grip Lat Pulldown,Back,55,kgs,11
2024-10-08,Seated Machine Fly,Chest,40,kgs,15
2024-10-08,Seated Machine Fly,Chest,50,kgs,10
2024-10-08,Seated Cable Row,Back,40,kgs,15
2024-10-08,Seated Cable Row,Back,45,kgs,10
2024-10-08,Rear Delt Machine Fly,Shoulders,35,kgs,7
2024-10-09,Machine Shoulder Press,Shoulders,12,kgs,10
2024-10-09,Machine Shoulder Press,Shoulders,36,kgs,13
2024-10-09,Machine Shoulder Press,Shoulders,36,kgs,9
2024-10-09,Machine Preacher Curl,Biceps,10,kgs,10
2024-10-09,Machine Preacher Curl,Biceps,25,kgs,12
2024-10-09,Machine Preacher Curl,Biceps,25,kgs,6
2024-10-09,Machine Preacher Curl,Biceps,15,kgs,6
2024-10-09,Cable Lateral Raise,Shoulders,10,kgs,34
2024-10-09,Cable Lateral Raise,Shoulders,20,kgs,15
2024-10-09,Cable Lateral Raise,Shoulders,20,kgs,10
2024-10-09,Cable Overhead Triceps Extension,Triceps,40,kgs,15
2024-10-09,Cable Hammer Curls,Biceps,45,kgs,12
2024-10-09,Cable Overhead Triceps Extension,Triceps,40,kgs,10
2024-10-09,Cable Hammer Curls,Biceps,40,kgs,8
2024-10-09,Cable Hammer Curls,Biceps,20,kgs,8
2024-10-10,Leg Press,Legs,40,kgs,10
2024-10-10,Leg Press,Legs,100,kgs,14
2024-10-10,Leg Press,Legs,100,kgs,15
2024-10-10,Lying Leg Curl Machine,Legs,35,kgs,20
2024-10-10,Lying Leg Curl Machine,Legs,35,kgs,15
2024-10-10,Leg Extension Machine,Legs,25,kgs,20
2024-10-10,Leg Extension Machine,Legs,30,kgs,17
2024-10-10,Toe Press,Legs,120,kgs,25
2024-10-10,Toe Press,Legs,120,kgs,20
2024-10-10,Toe Press,Legs,120,kgs,15
2024-10-11,Wide Grip Machine Row,Back,30,kgs,10
2024-10-11,Wide Grip Machine Row,Back,70,kgs,13
2024-10-11,Wide Grip Machine Row,Back,70,kgs,12
2024-10-11,Seated Chest Press Machine,Chest,15,kgs,11
2024-10-11,Seated Chest Press Machine,Chest,35,kgs,12
2024-10-11,Seated Chest Press Machine,Chest,35,kgs,10
2024-10-11,Cable Lateral Raise,Shoulders,20,kgs,15
2024-10-11,Katana Style Extension,Triceps,30,kgs,10
2024-10-11,Cable Lateral Raise,Shoulders,30,kgs,7
2024-10-11,Cable Lateral Raise,Shoulders,20,kgs,9
2024-10-11,Katana Style Extension,Triceps,20,kgs,15
2024-10-11,Cable Lateral Raise,Shoulders,20,kgs,17
2024-10-11,Cable Shrug,Back,90,kgs,15
2024-10-11,Cable Shrug,Back,70,kgs,20
2024-10-11,Cable Shrug,Back,80,kgs,20
2024-10-11,Baysian Cable Curl,Biceps,20,kgs,20
2024-10-11,Machine Preacher Curl,Biceps,20,kgs,15
2024-10-11,Machine Preacher Curl,Biceps,20,kgs,10
2024-10-11,Machine Preacher Curl,Biceps,10,kgs,5
2024-10-14,Incline Dumbbell Bench Press,Chest,20,kgs,10
2024-10-14,Incline Dumbbell Bench Press,Chest,40,kgs,11
2024-10-14,Wide Grip Lat Pulldown,Back,30,kgs,10
2024-10-14,Wide Grip Lat Pulldown,Back,60,kgs,14
2024-10-14,Incline Dumbbell Bench Press,Chest,40,kgs,12
2024-10-14,Wide Grip Lat Pulldown,Back,60,kgs,11
2024-10-14,Rear Delt Cable Fly,Shoulders,20,kgs,15
2024-10-14,Cable Shrug,Back,90,kgs,20
2024-10-14,Rear Delt Cable Fly,Shoulders,20,kgs,16
2024-10-14,Cable Shrug,Back,100,kgs,17
2024-10-14,Rear Delt Cable Fly,Shoulders,20,kgs,15
2024-10-14,Cable Shrug,Back,100,kgs,16
2024-10-14,Seated Machine Fly,Chest,45,kgs,15
2024-10-14,Seated Cable Row,Back,40,kgs,15
2024-10-14,Seated Machine Fly,Chest,45,kgs,14
2024-10-14,Seated Cable Row,Back,45,kgs,16
2024-10-14,Seated Machine Fly,Chest,50,kgs,11
2024-10-14,Seated Machine Fly,Chest,30,kgs,5
2024-10-14,Seated Cable Row,Back,45,kgs,15
2024-10-14,Seated Cable Row,Back,30,kgs,6
2024-10-15,Cable Lateral Raise,Shoulders,20,kgs,17
2024-10-15,Cable Lateral Raise,Shoulders,20,kgs,15
2024-10-15,Cable Lateral Raise,Shoulders,20,kgs,17
2024-10-15,Cable Overhead Triceps Extension,Triceps,45,kgs,13
2024-10-15,Baysian Cable Curl,Biceps,30,kgs,15
2024-10-15,Cable Overhead Triceps Extension,Triceps,40,kgs,15
2024-10-15,Baysian Cable Curl,Biceps,40,kgs,13
2024-10-15,Cable Overhead Triceps Extension,Triceps,40,kgs,13
2024-10-15,Baysian Cable Curl,Biceps,40,kgs,11
2024-10-15,Cable Tricep Pushdown,Triceps,35,kgs,14
2024-10-15,Machine Preacher Curl,Biceps,20,kgs,15
2024-10-15,Cable Tricep Pushdown,Triceps,40,kgs,15
2024-10-15,Cable Tricep Pushdown,Triceps,30,kgs,5
2024-10-15,Machine Preacher Curl,Biceps,20,kgs,12
2024-10-15,Machine Preacher Curl,Biceps,15,kgs,5
2024-10-15,Machine Preacher Curl,Biceps,10,kgs,3
2024-10-15,Machine Shoulder Press,Shoulders,36,kgs,12
2024-10-15,Machine Shoulder Press,Shoulders,30,kgs,10
2024-10-15,Machine Shoulder Press,Shoulders,30,kgs,9
2024-10-15,Machine Shoulder Press,Shoulders,18,kgs,5
2024-10-16,Leg Press,Legs,50,kgs,10
2024-10-16,Leg Press,Legs,120,kgs,15
2024-10-16,Toe Press,Legs,120,kgs,25
2024-10-16,Toe Press,Legs,130,kgs,25
2024-10-16,Leg Press,Legs,120,kgs,13
2024-10-16,Leg Press,Legs,130,kgs,13
2024-10-16,Toe Press,Legs,130,kgs,30
2024-10-16,Crunch Machine,Abs,20,kgs,20
2024-10-16,Lazy Man's Reverse Curl,Forearms,10,kgs,26
2024-10-16,Crunch Machine,Abs,25,kgs,15
2024-10-16,Lazy Man's Reverse Curl,Forearms,15,kgs,12
2024-10-16,Lazy Man's Reverse Curl,Forearms,10,kgs,12
2024-10-16,Crunch Machine,Abs,25,kgs,10
2024-10-16,Crunch Machine,Abs,10,kgs,13
2024-10-16,Leg Extension Machine,Legs,35,kgs,20
2024-10-16,Lying Leg Curl Machine,Legs,40,kgs,20
2024-10-16,Leg Extension Machine,Legs,40,kgs,15
2024-10-16,Lying Leg Curl Machine,Legs,40,kgs,15
2024-10-16,Lying Leg Curl Machine,Legs,25,kgs,10
2024-10-17,Seated Chest Press Machine,Chest,15,kgs,11
2024-10-17,Seated Chest Press Machine,Chest,45,kgs,9
2024-10-17,Wide Grip Lat Pulldown,Back,24,kgs,10
2024-10-17,Wide Grip Lat Pulldown,Back,50,kgs,15
2024-10-17,Seated Chest Press Machine,Chest,40,kgs,12
2024-10-17,Wide Grip Lat Pulldown,Back,60,kgs,15
2024-10-17,Seated Chest Press Machine,Chest,40,kgs,10
2024-10-17,Seated Chest Press Machine,Chest,30,kgs,5
2024-10-17,Wide Grip Lat Pulldown,Back,50,kgs,13
2024-10-17,Wide Grip Lat Pulldown,Back,30,kgs,10
2024-10-17,Machine Preacher Curl,Biceps,20,kgs,15
2024-10-17,Machine Shoulder Press,Shoulders,30,kgs,15
2024-10-17,Machine Preacher Curl,Biceps,20,kgs,15
2024-10-17,Machine Shoulder Press,Shoulders,30,kgs,11
2024-10-17,Machine Shoulder Press,Shoulders,18,kgs,5
2024-10-17,Machine Preacher Curl,Biceps,15,kgs,20
2024-10-17,Cable Lateral Raise,Shoulders,20,kgs,17
2024-10-17,Katana Style Extension,Triceps,30,kgs,13
2024-10-17,Cable Lateral Raise,Shoulders,20,kgs,18
2024-10-17,Katana Style Extension,Triceps,20,kgs,15
2024-10-17,Cable Lateral Raise,Shoulders,20,kgs,20
2024-10-17,Katana Style Extension,Triceps,30,kgs,10
2024-10-17,Katana Style Extension,Triceps,20,kgs,5
2024-10-17,Dumbbell Shrug,Back,45,kgs,20
2024-10-17,Dumbbell Shrug,Back,52,kgs,17
2024-10-17,Dumbbell Shrug,Back,52,kgs,15
2024-10-17,Dumbbell Shrug,Back,30,kgs,10
2024-10-19,Lateral Dumbbell Raise,Shoulders,12,kgs,22
2024-10-19,Lateral Dumbbell Raise,Shoulders,20,kgs,20
2024-10-19,Dumbbell Curl,Biceps,20,kgs,15
2024-10-19,Lateral Dumbbell Raise,Shoulders,6,kgs,40
2024-10-19,Seated Incline Dumbbell Curl,Biceps,12,kgs,15
2024-10-19,Dumbbell Overhead Triceps Extension,Triceps,6,kgs,30
2024-10-19,Seated Incline Dumbbell Curl,Biceps,12,kgs,17
2024-10-19,Dumbbell Skull Overs,Triceps,20,kgs,8
2024-10-19,Dumbbell Skull Overs,Triceps,12,kgs,9
2024-10-19,Dumbbell Facepulls,Shoulders,12,kgs,15
2024-10-19,Dumbbell Row,Back,20,kgs,13
2024-10-19,Dumbbell Skull Overs,Triceps,12,kgs,15
2024-10-19,Dumbbell Hammer Curl,Biceps,20,kgs,16
2024-10-19,Dumbbell Row,Back,20,kgs,17
2024-10-19,Seated Dumbbell OHP,Shoulders,20,kgs,15
2024-10-19,Dumbbell Facepulls,Shoulders,12,kgs,12
2024-10-19,Dumbbell Squat,Legs,20,kgs,15
2024-10-19,Dumbbell Romanian Deadlift,Legs,20,kgs,15
2024-10-19,Dumbbell Hammer Curl,Biceps,20,kgs,20
2024-10-19,Dumbbell Squat,Legs,32,kgs,10
2024-10-19,Dumbbell Shrug,Back,32,kgs,13
2024-10-19,Dumbbell Romanian Deadlift,Legs,32,kgs,9
2024-10-19,Dumbbell Romanian Deadlift,Legs,32,kgs,8
2024-10-19,Dumbbell Shrug,Back,32,kgs,13
2024-10-21,Cable Lateral Raise,Shoulders,30,kgs,15
2024-10-21,Cable Shrug,Back,100,kgs,22
2024-10-21,Cable Lateral Raise,Shoulders,20,kgs,20
2024-10-21,Cable Shrug,Back,100,kgs,17
2024-10-21,Cable Lateral Raise,Shoulders,20,kgs,15
2024-10-21,Cable Lateral Raise,Shoulders,10,kgs,7
2024-10-21,Cable Lateral Raise,Shoulders,10,kgs,10
2024-10-21,Cable Shrug,Back,100,kgs,18
2024-10-21,Cable Shrug,Back,70,kgs,9
2024-10-21,Seated Machine Fly,Chest,50,kgs,14
2024-10-21,Seated Cable Row,Back,50,kgs,13
2024-10-21,Seated Machine Fly,Chest,50,kgs,11
2024-10-21,Seated Cable Row,Back,50,kgs,15
2024-10-21,Seated Machine Fly,Chest,45,kgs,12
2024-10-21,Seated Cable Row,Back,50,kgs,13
2024-10-21,Crunch Machine,Abs,25,kgs,16
2024-10-21,Wrist Curl,Forearms,30,kgs,18
2024-10-21,Wrist Extension,Forearms,24,kgs,8
2024-10-21,Crunch Machine,Abs,25,kgs,11
2024-10-21,Wrist Curl,Forearms,30,kgs,18
2024-10-21,Wrist Extension,Forearms,18,kgs,14
2024-10-21,Wrist Extension,Forearms,12,kgs,8
2024-10-21,Crunch Machine,Abs,25,kgs,11
2024-10-21,Crunch Machine,Abs,15,kgs,7
2024-10-21,Wide Grip Lat Pulldown,Back,60,kgs,12
2024-10-21,Seated Chest Press Machine,Chest,40,kgs,7
2024-10-21,Wide Grip Lat Pulldown,Back,50,kgs,15
2024-10-22,Rear Delt Cable Fly,Shoulders,30,kgs,18
2024-10-22,Katana Style Extension,Triceps,30,kgs,16
2024-10-22,Rear Delt Cable Fly,Shoulders,30,kgs,15
2024-10-22,Katana Style Extension,Triceps,30,kgs,10
2024-10-22,Rear Delt Cable Fly,Shoulders,30,kgs,15
2024-10-22,Katana Style Extension,Triceps,20,kgs,17
2024-10-22,Baysian Cable Curl,Biceps,40,kgs,15
2024-10-22,Cable Tricep Pushdown,Triceps,50,kgs,13
2024-10-22,Baysian Cable Curl,Biceps,40,kgs,12
2024-10-22,Cable Tricep Pushdown,Triceps,50,kgs,15
2024-10-22,Baysian Cable Curl,Biceps,30,kgs,16
2024-10-22,Preacher Hammer Curls,Forearms,25,kgs,9
2024-10-22,Machine Preacher Curl,Biceps,20,kgs,9
2024-10-22,Preacher Hammer Curls,Forearms,15,kgs,13
2024-10-22,Machine Preacher Curl,Biceps,15,kgs,11
2024-10-22,Preacher Hammer Curls,Forearms,10,kgs,15
2024-10-22,Machine Preacher Curl,Biceps,10,kgs,16
2024-10-22,Machine Shoulder Press,Shoulders,36,kgs,16
2024-10-22,Machine Shoulder Press,Shoulders,30,kgs,10
2024-10-22,Machine Shoulder Press,Shoulders,30,kgs,8
2024-10-22,Machine Shoulder Press,Shoulders,18,kgs,4
2024-10-22,Machine Shoulder Press,Shoulders,12,kgs,10
2024-10-23,Smith Machine Squats,Legs,20,kgs,10
2024-10-23,Smith Machine Squats,Legs,40,kgs,8
2024-10-23,Smith Machine Squats,Legs,35,kgs,9
2024-10-23,Cable Lateral Raise,Shoulders,30,kgs,11
2024-10-23,Smith Machine Calf Raise,Legs,35,kgs,19
2024-10-23,Cable Lateral Raise,Shoulders,20,kgs,18
2024-10-23,Smith Machine Calf Raise,Legs,40,kgs,20
2024-10-23,Cable Lateral Raise,Shoulders,20,kgs,15
2024-10-23,Cable Lateral Raise,Shoulders,10,kgs,10
2024-10-23,Smith Machine Calf Raise,Legs,40,kgs,22
2024-10-23,Leg Extension Machine,Legs,35,kgs,15
2024-10-23,Lying Leg Curl Machine,Legs,45,kgs,15
2024-10-23,Leg Extension Machine,Legs,40,kgs,19
2024-10-23,Lying Leg Curl Machine,Legs,45,kgs,15
2024-10-23,Leg Extension Machine,Legs,40,kgs,16
2024-10-23,Leg Extension Machine,Legs,25,kgs,10
2024-10-23,Lying Leg Curl Machine,Legs,45,kgs,10
2024-10-23,Lying Leg Curl Machine,Legs,35,kgs,8
2024-10-24,Wide Grip Machine Row,Back,30,kgs,12
2024-10-24,Wide Grip Machine Row,Back,80,kgs,15
2024-10-24,Seated Cable Fly,Chest,40,kgs,17
2024-10-24,Wide Grip Machine Row,Back,80,kgs,15
2024-10-24,Seated Cable Fly,Chest,50,kgs,14
2024-10-24,Wide Grip Machine Row,Back,80,kgs,15
2024-10-24,Seated Cable Fly,Chest,50,kgs,11
2024-10-24,Baysian Cable Curl,Biceps,40,kgs,12
2024-10-24,Cable Overhead Triceps Extension,Triceps,45,kgs,11
2024-10-24,Baysian Cable Curl,Biceps,30,kgs,18
2024-10-24,Cable Overhead Triceps Extension,Triceps,40,kgs,12
2024-10-24,Rear Delt Cable Fly,Shoulders,30,kgs,15
2024-10-24,Cable Shrug,Back,100,kgs,22
2024-10-24,Rear Delt Cable Fly,Shoulders,30,kgs,15
2024-10-24,Cable Shrug,Back,110,kgs,17
2024-10-24,Rear Delt Cable Fly,Shoulders,20,kgs,20
2024-10-24,Cable Shrug,Back,100,kgs,25
2024-10-24,Machine Shoulder Press,Shoulders,36,kgs,14
2024-10-24,Machine Shoulder Press,Shoulders,30,kgs,11
2024-10-24,Machine Shoulder Press,Shoulders,12,kgs,10
2024-10-26,Smith Machine Squats,Legs,40,kgs,9
2024-10-26,Smith Machine RDL,Legs,40,kgs,10
2024-10-26,Smith Machine Squats,Legs,40,kgs,9
2024-10-26,Smith Machine RDL,Legs,45,kgs,13
2024-10-26,Smith Machine Squats,Legs,45,kgs,6
2024-10-26,Smith Machine RDL,Legs,45,kgs,12
2024-10-26,Bayesian Hammer Curls,Forearms,30,kgs,16
2024-10-26,Cable Lateral Raise,Shoulders,20,kgs,18
2024-10-26,Bayesian Hammer Curls,Forearms,40,kgs,15
2024-10-26,Cable Lateral Raise,Shoulders,20,kgs,14
2024-10-26,Bayesian Hammer Curls,Forearms,40,kgs,12
2024-10-26,Bayesian Hammer Curls,Forearms,20,kgs,6
2024-10-26,Cable Lateral Raise,Shoulders,20,kgs,15
2024-10-26,Cable Lateral Raise,Shoulders,10,kgs,30
2024-10-26,Leg Extension Machine,Legs,45,kgs,12
2024-10-26,Lying Leg Curl Machine,Legs,50,kgs,10
2024-10-26,Leg Extension Machine,Legs,45,kgs,13
2024-10-26,Lying Leg Curl Machine,Legs,40,kgs,7
2024-10-26,Lying Leg Curl Machine,Legs,25,kgs,7
2024-10-26,Leg Extension Machine,Legs,40,kgs,15
2024-10-26,Leg Extension Machine,Legs,25,kgs,7
2024-10-26,Lying Leg Curl Machine,Legs,30,kgs,12
2024-10-26,Lying Leg Curl Machine,Legs,20,kgs,12
2024-10-28,External Rotations,Shoulders,10,kgs,20
2024-10-28,Internal Rotations,Shoulders,10,kgs,20
2024-10-28,Seated Chest Press Machine,Chest,25,kgs,6
2024-10-28,Seated Chest Press Machine,Chest,45,kgs,10
2024-10-28,Wide Grip Lat Pulldown,Back,20,kgs,8
2024-10-28,Wide Grip Lat Pulldown,Back,65,kgs,9
2024-10-28,Seated Chest Press Machine,Chest,45,kgs,11
2024-10-28,Wide Grip Lat Pulldown,Back,65,kgs,9
2024-10-28,Seated Chest Press Machine,Chest,40,kgs,9
2024-10-28,Seated Chest Press Machine,Chest,6,kgs,6
2024-10-28,Wide Grip Lat Pulldown,Back,60,kgs,10
2024-10-28,Wide Grip Lat Pulldown,Back,40,kgs,10
2024-10-28,Cable Lateral Raise,Shoulders,20,kgs,21
2024-10-28,Cable Shrug,Back,110,kgs,20
2024-10-28,Cable Lateral Raise,Shoulders,30,kgs,9
2024-10-28,Cable Shrug,Back,110,kgs,20
2024-10-28,Cable Lateral Raise,Shoulders,20,kgs,13
2024-10-28,Cable Lateral Raise,Shoulders,10,kgs,10
2024-10-28,Cable Shrug,Back,110,kgs,15
2024-10-28,Cable Shrug,Back,70,kgs,12
2024-10-28,Seated Cable Row,Back,50,kgs,15
2024-10-28,Seated Machine Fly,Chest,55,kgs,14
2024-10-28,Seated Cable Row,Back,55,kgs,10
2024-10-28,Seated Cable Row,Back,35,kgs,6
2024-10-28,Seated Machine Fly,Chest,55,kgs,10
2024-10-28,Seated Machine Fly,Chest,35,kgs,7
2024-10-28,Machine Preacher Curl,Biceps,20,kgs,17
2024-10-28,Katana Style Extension,Triceps,30,kgs,12
2024-10-28,Machine Preacher Curl,Biceps,20,kgs,10
2024-10-28,Katana Style Extension,Triceps,20,kgs,15
2024-10-28,Machine Preacher Curl,Biceps,15,kgs,10
2024-10-28,Machine Preacher Curl,Biceps,10,kgs,5
2024-10-28,Katana Style Extension,Triceps,20,kgs,13
2024-10-28,Katana Style Extension,Triceps,10,kgs,13
2024-10-29,Smith Machine Squats,Legs,20,kgs,6
2024-10-29,Smith Machine Squats,Legs,45,kgs,7
2024-10-29,Smith Machine Calf Raise,Legs,45,kgs,22
2024-10-29,Smith Machine Squats,Legs,45,kgs,6
2024-10-29,Smith Machine Calf Raise,Legs,45,kgs,23
2024-10-29,Smith Machine Squats,Legs,40,kgs,10
2024-10-29,Smith Machine Calf Raise,Legs,50,kgs,21
2024-10-29,Rear Delt Cable Fly,Shoulders,40,kgs,8
2024-10-29,Bayesian Hammer Curls,Forearms,40,kgs,14
2024-10-29,Rear Delt Cable Fly,Shoulders,30,kgs,15
2024-10-29,Bayesian Hammer Curls,Forearms,30,kgs,13
2024-10-29,Rear Delt Cable Fly,Shoulders,30,kgs,12
2024-10-29,Rear Delt Cable Fly,Shoulders,20,kgs,7
2024-10-29,Bayesian Hammer Curls,Forearms,30,kgs,11
2024-10-29,Lying Leg Curl Machine,Legs,50,kgs,12
2024-10-29,Leg Extension Machine,Legs,45,kgs,15
2024-10-29,Lying Leg Curl Machine,Legs,45,kgs,15
2024-10-29,Leg Extension Machine,Legs,45,kgs,16
2024-10-31,Baysian Cable Curl,Biceps,40,kgs,15
2024-10-31,Cable Overhead Triceps Extension,Triceps,45,kgs,13
2024-10-31,Baysian Cable Curl,Biceps,40,kgs,13
2024-10-31,Cable Overhead Triceps Extension,Triceps,45,kgs,10
2024-10-31,Baysian Cable Curl,Biceps,30,kgs,20
2024-10-31,Cable Overhead Triceps Extension,Triceps,35,kgs,13
2024-10-31,Machine Shoulder Press,Shoulders,42,kgs,12
2024-10-31,Seated Machine Fly,Chest,60,kgs,6
2024-10-31,Machine Shoulder Press,Shoulders,36,kgs,3
2024-10-31,Seated Machine Fly,Chest,50,kgs,10
2024-10-31,Cable Tricep Pushdown,Triceps,45,kgs,12
2024-10-31,Machine Preacher Curl,Biceps,20,kgs,15
2024-10-31,Cross Body Tricep Pushdown,Triceps,30,kgs,13
2024-10-31,Machine Preacher Curl,Biceps,20,kgs,10
2024-10-31,Cross Body Tricep Pushdown,Triceps,20,kgs,17
2024-10-31,Cable Lateral Raise,Shoulders,20,kgs,18
2024-10-31,Cable Lateral Raise,Shoulders,20,kgs,10
2024-10-31,Cable Lateral Raise,Shoulders,10,kgs,20
2024-11-02,Internal Rotations,Shoulders,10,kgs,20
2024-11-02,External Rotations,Shoulders,10,kgs,20
2024-11-02,Wide Grip Machine Row,Back,50,kgs,8
2024-11-02,Wide Grip Machine Row,Back,90,kgs,14
2024-11-02,Seated Cable Fly,Chest,50,kgs,14
2024-11-02,Wide Grip Machine Row,Back,90,kgs,11
2024-11-02,Wide Grip Machine Row,Back,50,kgs,17
2024-11-02,Seated Cable Fly,Chest,50,kgs,11
2024-11-02,Seated Cable Fly,Chest,30,kgs,6
2024-11-02,Lying Leg Curl Machine,Legs,50,kgs,15
2024-11-02,Leg Extension Machine,Legs,50,kgs,15
2024-11-02,Lying Leg Curl Machine,Legs,50,kgs,12
2024-11-02,Lying Leg Curl Machine,Legs,35,kgs,10
2024-11-02,Leg Extension Machine,Legs,50,kgs,15
2024-11-02,Leg Extension Machine,Legs,35,kgs,7
2024-11-02,Cable Lateral Raise,Shoulders,20,kgs,20
2024-11-02,Rear Delt Cable Fly,Shoulders,30,kgs,10
2024-11-02,Cable Lateral Raise,Shoulders,20,kgs,12
2024-11-02,Cable Lateral Raise,Shoulders,10,kgs,6
2024-11-02,Rear Delt Cable Fly,Shoulders,20,kgs,12
2024-11-02,Rear Delt Cable Fly,Shoulders,10,kgs,8
2024-11-02,Katana Style Extension,Triceps,40,kgs,9
2024-11-02,Cable Shrug,Back,120,kgs,20
2024-11-02,Katana Style Extension,Triceps,30,kgs,12
2024-11-02,Katana Style Extension,Triceps,20,kgs,6
2024-11-02,Cable Shrug,Back,110,kgs,20
2024-11-02,Cable Shrug,Back,70,kgs,12
2024-11-02,Machine Shoulder Press,Shoulders,42,kgs,12
2024-11-02,Machine Preacher Curl,Biceps,25,kgs,15
2024-11-02,Machine Shoulder Press,Shoulders,36,kgs,12
2024-11-02,Machine Shoulder Press,Shoulders,18,kgs,5
2024-11-02,Machine Preacher Curl,Biceps,25,kgs,14
2024-11-02,Machine Preacher Curl,Biceps,15,kgs,5
2024-11-04,Internal Rotations,Shoulders,10,kgs,20
2024-11-04,External Rotations,Shoulders,10,kgs,20
2024-11-04,Wide Grip Lat Pulldown,Back,30,kgs,8
2024-11-04,Wide Grip Lat Pulldown,Back,60,kgs,14
2024-11-04,Seated Chest Press Machine,Chest,25,kgs,6
2024-11-04,Seated Chest Press Machine,Chest,45,kgs,10
2024-11-04,Wide Grip Lat Pulldown,Back,60,kgs,14
2024-11-04,Seated Chest Press Machine,Chest,45,kgs,11
2024-11-04,Wide Grip Lat Pulldown,Back,60,kgs,13
2024-11-04,Wide Grip Lat Pulldown,Back,40,kgs,6
2024-11-04,Seated Chest Press Machine,Chest,45,kgs,8
2024-11-04,Seated Chest Press Machine,Chest,25,kgs,7
2024-11-04,Rear Delt Cable Fly,Shoulders,30,kgs,15
2024-11-04,Cable Lateral Raise,Shoulders,30,kgs,8
2024-11-04,Rear Delt Cable Fly,Shoulders,30,kgs,11
2024-11-04,Cable Lateral Raise,Shoulders,20,kgs,13
2024-11-04,Rear Delt Cable Fly,Shoulders,30,kgs,14
2024-11-04,Rear Delt Cable Fly,Shoulders,20,kgs,7
2024-11-04,Cable Lateral Raise,Shoulders,20,kgs,10
2024-11-04,Cable Lateral Raise,Shoulders,10,kgs,10
2024-11-04,Cable Shrug,Back,120,kgs,22
2024-11-04,Cable Shrug,Back,130,kgs,18
2024-11-04,Cable Shrug,Back,130,kgs,17
2024-11-04,Cable Shrug,Back,90,kgs,10
2024-11-04,Seated Machine Fly,Chest,55,kgs,12
2024-11-04,Seated Cable Row,Back,55,kgs,13
2024-11-04,Seated Machine Fly,Chest,55,kgs,13
2024-11-04,Seated Machine Fly,Chest,35,kgs,8
2024-11-04,Seated Cable Row,Back,55,kgs,13
2024-11-04,Seated Cable Row,Back,35,kgs,10
2024-11-06,Leg Press,Legs,90,kgs,8
2024-11-06,Leg Press,Legs,170,kgs,11
2024-11-06,Leg Press,Legs,170,kgs,11
2024-11-06,Leg Press,Legs,170,kgs,12
2024-11-06,Toe Press,Legs,170,kgs,22
2024-11-06,Toe Press,Legs,170,kgs,23
2024-11-06,Toe Press,Legs,170,kgs,23
2024-11-06,Crunch Machine,Abs,25,kgs,17
2024-11-06,Crunch Machine,Abs,30,kgs,12
2024-11-06,Crunch Machine,Abs,30,kgs,15
