Date,Exercise,Category,Weight,Weight Unit,Reps
2024-11-06,Lazy Man's Reverse Curl,Forearms,15,kgs,14
2024-11-06,Lazy Man's Reverse Curl,Forearms,10,kgs,26
2024-11-06,Lazy Man's Reverse Curl,Forearms,10,kgs,24
2024-11-06,Lying Leg Curl Machine,Legs,55,kgs,14
2024-11-06,Lying Leg Curl Machine,Legs,55,kgs,12
2024-11-06,Lying Leg Curl Machine,Legs,40,kgs,9
2024-11-06,Leg Extension Machine,Legs,55,kgs,12
2024-11-06,Leg Extension Machine,Legs,50,kgs,12
2024-11-06,Leg Extension Machine,Legs,35,kgs,6
2024-11-07,Cable Overhead Triceps Extension,Triceps,45,kgs,12
2024-11-07,Baysian Cable Curl,Biceps,40,kgs,16
2024-11-07,Cable Overhead Triceps Extension,Triceps,45,kgs,12
2024-11-07,Baysian Cable Curl,Biceps,40,kgs,13
2024-11-07,Cable Overhead Triceps Extension,Triceps,45,kgs,10
2024-11-07,Cable Overhead Triceps Extension,Triceps,25,kgs,7
2024-11-07,Baysian Cable Curl,Biceps,40,kgs,10
2024-11-07,Baysian Cable Curl,Biceps,20,kgs,7
2024-11-07,Cable Lateral Raise,Shoulders,30,kgs,10
2024-11-07,Cross Body Tricep Pushdown,Triceps,40,kgs,15
2024-11-07,Cable Lateral Raise,Shoulders,20,kgs,15
2024-11-07,Cross Body Tricep Pushdown,Triceps,40,kgs,12
2024-11-07,Cable Lateral Raise,Shoulders,20,kgs,11
2024-11-07,Cable Lateral Raise,Shoulders,10,kgs,10
2024-11-07,Cross Body Tricep Pushdown,Triceps,40,kgs,10
2024-11-07,Cross Body Tricep Pushdown,Triceps,20,kgs,8
2024-11-07,Machine Shoulder Press,Shoulders,42,kgs,10
2024-11-07,Machine Preacher Curl,Biceps,30,kgs,12
2024-11-07,Machine Shoulder Press,Shoulders,42,kgs,13
2024-11-07,Machine Preacher Curl,Biceps,25,kgs,14
2024-11-07,Machine Shoulder Press,Shoulders,42,kgs,9
2024-11-07,Machine Shoulder Press,Shoulders,24,kgs,5
2024-11-07,Machine Preacher Curl,Biceps,25,kgs,13
2024-11-07,Machine Preacher Curl,Biceps,15,kgs,5
2024-11-09,Wide Grip Machine Row,Back,50,kgs,8
2024-11-09,Wide Grip Machine Row,Back,100,kgs,11
2024-11-09,Seated Cable Fly,Chest,30,kgs,6
2024-11-09,Seated Cable Fly,Chest,50,kgs,11
2024-11-09,Wide Grip Machine Row,Back,100,kgs,10
2024-11-09,Wide Grip Machine Row,Back,80,kgs,6
2024-11-09,Seated Cable Fly,Chest,50,kgs,10
2024-11-09,Seated Cable Fly,Chest,30,kgs,10
2024-11-09,Cable Lateral Raise,Shoulders,30,kgs,11
2024-11-09,Rear Delt Cable Fly,Shoulders,30,kgs,11
2024-11-09,Cable Lateral Raise,Shoulders,20,kgs,10
2024-11-09,Rear Delt Cable Fly,Shoulders,30,kgs,8
2024-11-09,Rear Delt Cable Fly,Shoulders,20,kgs,7
2024-11-09,Cable Lateral Raise,Shoulders,20,kgs,11
2024-11-09,Cable Lateral Raise,Shoulders,10,kgs,6
2024-11-09,Katana Style Extension,Triceps,40,kgs,10
2024-11-09,Cable Shrug,Back,130,kgs,17
2024-11-09,Cable Calf Raise,Legs,130,kgs,20
2024-11-09,Katana Style Extension,Triceps,40,kgs,10
2024-11-09,Katana Style Extension,Triceps,30,kgs,3
2024-11-09,Cable Shrug,Back,140,kgs,20
2024-11-09,Cable Shrug,Back,100,kgs,13
2024-11-09,Cable Calf Raise,Legs,150,kgs,20
2024-11-09,Cable Calf Raise,Legs,100,kgs,9
2024-11-09,Machine Preacher Curl,Biceps,35,kgs,10
2024-11-09,Leg Extension Machine,Legs,55,kgs,14
2024-11-09,Lying Leg Curl Machine,Legs,55,kgs,16
2024-11-09,Machine Preacher Curl,Biceps,35,kgs,11
2024-11-09,Machine Preacher Curl,Biceps,20,kgs,6
2024-11-09,Leg Extension Machine,Legs,55,kgs,13
2024-11-09,Leg Extension Machine,Legs,40,kgs,4
2024-11-09,Lying Leg Curl Machine,Legs,55,kgs,14
2024-11-09,Lying Leg Curl Machine,Legs,35,kgs,9
2024-11-09,Machine Shoulder Press,Shoulders,42,kgs,14
2024-11-09,Crunch Machine,Abs,35,kgs,10
2024-11-09,Machine Shoulder Press,Shoulders,42,kgs,11
2024-11-09,Machine Shoulder Press,Shoulders,24,kgs,3
2024-11-09,Crunch Machine,Abs,30,kgs,12
2024-11-09,Crunch Machine,Abs,15,kgs,7
2024-11-12,Seated Chest Press Machine,Chest,25,kgs,10
2024-11-12,Seated Chest Press Machine,Chest,45,kgs,13
2024-11-12,Wide Grip Lat Pulldown,Back,35,kgs,10
2024-11-12,Wide Grip Lat Pulldown,Back,65,kgs,11
2024-11-12,Seated Chest Press Machine,Chest,50,kgs,9
2024-11-12,Wide Grip Lat Pulldown,Back,65,kgs,12
2024-11-12,Seated Chest Press Machine,Chest,50,kgs,10
2024-11-12,Seated Chest Press Machine,Chest,35,kgs,5
2024-11-12,Wide Grip Lat Pulldown,Back,65,kgs,11
2024-11-12,Wide Grip Lat Pulldown,Back,45,kgs,6
2024-11-12,Cable Lateral Raise,Shoulders,30,kgs,11
2024-11-12,Rear Delt Cable Fly,Shoulders,40,kgs,9
2024-11-12,Cable Lateral Raise,Shoulders,20,kgs,11
2024-11-12,Rear Delt Cable Fly,Shoulders,30,kgs,12
2024-11-12,Cable Lateral Raise,Shoulders,20,kgs,11
2024-11-12,Cable Lateral Raise,Shoulders,10,kgs,8
2024-11-12,Rear Delt Cable Fly,Shoulders,30,kgs,11
2024-11-12,Rear Delt Cable Fly,Shoulders,20,kgs,8
2024-11-12,Seated Machine Fly,Chest,60,kgs,10
2024-11-12,Seated Cable Row,Back,55,kgs,14
2024-11-12,Seated Machine Fly,Chest,60,kgs,10
2024-11-12,Seated Machine Fly,Chest,40,kgs,6
2024-11-12,Seated Cable Row,Back,55,kgs,12
2024-11-12,Seated Cable Row,Back,40,kgs,6
2024-11-13,Leg Press,Legs,90,kgs,6
2024-11-13,Leg Press,Legs,170,kgs,15
2024-11-13,Toe Press,Legs,170,kgs,25
2024-11-13,Leg Press,Legs,180,kgs,12
2024-11-13,Leg Press,Legs,180,kgs,12
2024-11-13,Toe Press,Legs,180,kgs,25
2024-11-13,Toe Press,Legs,180,kgs,27
2024-11-13,Lying Leg Curl Machine,Legs,60,kgs,12
2024-11-13,Lying Leg Curl Machine,Legs,60,kgs,11
2024-11-13,Lying Leg Curl Machine,Legs,55,kgs,11
2024-11-13,Lying Leg Curl Machine,Legs,40,kgs,6
2024-11-15,Dumbbell Curl,Biceps,10,kgs,30
2024-11-15,Dumbbell Curl,Biceps,20,kgs,17
2024-11-15,Seated Dumbbell OHP,Shoulders,20,kgs,20
2024-11-15,Seated Dumbbell OHP,Shoulders,20,kgs,18
2024-11-15,Dumbbell Overhead Triceps Extension,Triceps,10,kgs,22
2024-11-15,Dumbbell Overhead Triceps Extension,Triceps,10,kgs,20
2024-11-18,External Rotations,Shoulders,10,kgs,20
2024-11-18,Internal Rotations,Shoulders,10,kgs,20
2024-11-18,Wide Grip Lat Pulldown,Back,35,kgs,8
2024-11-18,Wide Grip Lat Pulldown,Back,65,kgs,13
2024-11-18,Seated Chest Press Machine,Chest,25,kgs,8
2024-11-18,Seated Chest Press Machine,Chest,50,kgs,10
2024-11-18,Wide Grip Lat Pulldown,Back,65,kgs,12
2024-11-18,Wide Grip Lat Pulldown,Back,45,kgs,9
2024-11-18,Seated Chest Press Machine,Chest,50,kgs,8
2024-11-18,Seated Chest Press Machine,Chest,35,kgs,5
2024-11-18,Cable Lateral Raise,Shoulders,30,kgs,11
2024-11-18,Rear Delt Cable Fly,Shoulders,40,kgs,9
2024-11-18,Cable Lateral Raise,Shoulders,20,kgs,12
2024-11-18,Rear Delt Cable Fly,Shoulders,30,kgs,10
2024-11-18,Rear Delt Cable Fly,Shoulders,20,kgs,9
2024-11-18,Cable Lateral Raise,Shoulders,20,kgs,10
2024-11-18,Cable Lateral Raise,Shoulders,10,kgs,12
2024-11-18,Dumbbell Shrug,Back,56,kgs,19
2024-11-18,Dumbbell Shrug,Back,56,kgs,13
2024-11-18,Dumbbell Shrug,Back,32,kgs,9
2024-11-18,Seated Machine Fly,Chest,60,kgs,10
2024-11-18,Seated Machine Fly,Chest,40,kgs,8
2024-11-18,Seated Cable Row,Back,55,kgs,13
2024-11-18,Seated Cable Row,Back,40,kgs,9
2024-11-19,Smith Machine Squats,Legs,45,kgs,9
2024-11-19,Dumbbell Romanian Deadlift,Legs,42,kgs,15
2024-11-19,Smith Machine Squats,Legs,45,kgs,7
2024-11-19,Dumbbell Romanian Deadlift,Legs,42,kgs,17
2024-11-19,Crunch Machine,Abs,35,kgs,15
2024-11-19,Smith Machine Calf Raise,Legs,60,kgs,25
2024-11-19,Crunch Machine,Abs,35,kgs,12
2024-11-19,Smith Machine Calf Raise,Legs,70,kgs,25
2024-11-19,Leg Extension Machine,Legs,60,kgs,12
2024-11-19,Lying Leg Curl Machine,Legs,50,kgs,12
2024-11-19,Leg Extension Machine,Legs,60,kgs,10
2024-11-19,Leg Extension Machine,Legs,45,kgs,4
2024-11-19,Lying Leg Curl Machine,Legs,50,kgs,7
2024-11-19,Lying Leg Curl Machine,Legs,35,kgs,7
2024-11-20,Cable Overhead Triceps Extension,Triceps,25,kgs,8
2024-11-20,Cable Overhead Triceps Extension,Triceps,45,kgs,13
2024-11-20,Baysian Cable Curl,Biceps,40,kgs,17
2024-11-20,Cable Overhead Triceps Extension,Triceps,45,kgs,8
2024-11-20,Cable Overhead Triceps Extension,Triceps,30,kgs,7
2024-11-20,Baysian Cable Curl,Biceps,40,kgs,13
2024-11-20,Baysian Cable Curl,Biceps,30,kgs,7
2024-11-20,Machine Shoulder Press,Shoulders,24,kgs,6
2024-11-20,Machine Shoulder Press,Shoulders,42,kgs,11
2024-11-20,Preacher Hammer Curls,Forearms,25,kgs,14
2024-11-20,Machine Shoulder Press,Shoulders,42,kgs,11
2024-11-20,Machine Shoulder Press,Shoulders,24,kgs,4
2024-11-20,Preacher Hammer Curls,Forearms,25,kgs,12
2024-11-20,Preacher Hammer Curls,Forearms,15,kgs,3
